,Date,GDP,Unemployment Rate,Consumer Price Index,Federal Funds Rate,10-Year Treasury Constant Maturity Rate
1633,2022-06-22,21708.16,3.6,294.996,1.21,3.14
1634,2022-06-23,21708.16,3.6,294.996,1.21,3.14
1635,2022-06-24,21708.16,3.6,294.996,1.21,3.14
1636,2022-06-25,21708.16,3.6,294.996,1.21,3.14
1637,2022-06-26,21708.16,3.6,294.996,1.21,3.14
1638,2022-06-27,21708.16,3.6,294.996,1.21,3.14
1639,2022-06-28,21708.16,3.6,294.996,1.21,3.14
1640,2022-06-29,21708.16,3.6,294.996,1.21,3.14
1641,2022-06-30,21708.16,3.6,294.996,1.21,3.14
1642,2022-07-01,21851.134,3.5,294.977,1.68,2.9
1643,2022-07-02,21851.134,3.5,294.977,1.68,2.9
1644,2022-07-03,21851.134,3.5,294.977,1.68,2.9
1645,2022-07-04,21851.134,3.5,294.977,1.68,2.9
1646,2022-07-05,21851.134,3.5,294.977,1.68,2.9
1647,2022-07-06,21851.134,3.5,294.977,1.68,2.9
1648,2022-07-07,21851.134,3.5,294.977,1.68,2.9
1649,2022-07-08,21851.134,3.5,294.977,1.68,2.9
1650,2022-07-09,21851.134,3.5,294.977,1.68,2.9
1651,2022-07-10,21851.134,3.5,294.977,1.68,2.9
1652,2022-07-11,21851.134,3.5,294.977,1.68,2.9
1653,2022-07-12,21851.134,3.5,294.977,1.68,2.9
1654,2022-07-13,21851.134,3.5,294.977,1.68,2.9
1655,2022-07-14,21851.134,3.5,294.977,1.68,2.9
1656,2022-07-15,21851.134,3.5,294.977,1.68,2.9
1657,2022-07-16,21851.134,3.5,294.977,1.68,2.9
1658,2022-07-17,21851.134,3.5,294.977,1.68,2.9
1659,2022-07-18,21851.134,3.5,294.977,1.68,2.9
1660,2022-07-19,21851.134,3.5,294.977,1.68,2.9
1661,2022-07-20,21851.134,3.5,294.977,1.68,2.9
1662,2022-07-21,21851.134,3.5,294.977,1.68,2.9
1663,2022-07-22,21851.134,3.5,294.977,1.68,2.9
1664,2022-07-23,21851.134,3.5,294.977,1.68,2.9
1665,2022-07-24,21851.134,3.5,294.977,1.68,2.9
1666,2022-07-25,21851.134,3.5,294.977,1.68,2.9
1667,2022-07-26,21851.134,3.5,294.977,1.68,2.9
1668,2022-07-27,21851.134,3.5,294.977,1.68,2.9
1669,2022-07-28,21851.134,3.5,294.977,1.68,2.9
1670,2022-07-29,21851.134,3.5,294.977,1.68,2.9
1671,2022-07-30,21851.134,3.5,294.977,1.68,2.9
1672,2022-07-31,21851.134,3.5,294.977,1.68,2.9
1673,2022-08-01,21851.134,3.6,295.209,2.33,2.9
1674,2022-08-02,21851.134,3.6,295.209,2.33,2.9
1675,2022-08-03,21851.134,3.6,295.209,2.33,2.9
1676,2022-08-04,21851.134,3.6,295.209,2.33,2.9
1677,2022-08-05,21851.134,3.6,295.209,2.33,2.9
1678,2022-08-06,21851.134,3.6,295.209,2.33,2.9
1679,2022-08-07,21851.134,3.6,295.209,2.33,2.9
1680,2022-08-08,21851.134,3.6,295.209,2.33,2.9
1681,2022-08-09,21851.134,3.6,295.209,2.33,2.9
1682,2022-08-10,21851.134,3.6,295.209,2.33,2.9
1683,2022-08-11,21851.134,3.6,295.209,2.33,2.9
1684,2022-08-12,21851.134,3.6,295.209,2.33,2.9
1685,2022-08-13,21851.134,3.6,295.209,2.33,2.9
1686,2022-08-14,21851.134,3.6,295.209,2.33,2.9
1687,2022-08-15,21851.134,3.6,295.209,2.33,2.9
1688,2022-08-16,21851.134,3.6,295.209,2.33,2.9
1689,2022-08-17,21851.134,3.6,295.209,2.33,2.9
1690,2022-08-18,21851.134,3.6,295.209,2.33,2.9
1691,2022-08-19,21851.134,3.6,295.209,2.33,2.9
1692,2022-08-20,21851.134,3.6,295.209,2.33,2.9
1693,2022-08-21,21851.134,3.6,295.209,2.33,2.9
1694,2022-08-22,21851.134,3.6,295.209,2.33,2.9
1695,2022-08-23,21851.134,3.6,295.209,2.33,2.9
1696,2022-08-24,21851.134,3.6,295.209,2.33,2.9
1697,2022-08-25,21851.134,3.6,295.209,2.33,2.9
1698,2022-08-26,21851.134,3.6,295.209,2.33,2.9
1699,2022-08-27,21851.134,3.6,295.209,2.33,2.9
1700,2022-08-28,21851.134,3.6,295.209,2.33,2.9
1701,2022-08-29,21851.134,3.6,295.209,2.33,2.9
1702,2022-08-30,21851.134,3.6,295.209,2.33,2.9
1703,2022-08-31,21851.134,3.6,295.209,2.33,2.9
1704,2022-09-01,21851.134,3.5,296.341,2.56,3.52
1705,2022-09-02,21851.134,3.5,296.341,2.56,3.52
1706,2022-09-03,21851.134,3.5,296.341,2.56,3.52
1707,2022-09-04,21851.134,3.5,296.341,2.56,3.52
1708,2022-09-05,21851.134,3.5,296.341,2.56,3.52
1709,2022-09-06,21851.134,3.5,296.341,2.56,3.52
1710,2022-09-07,21851.134,3.5,296.341,2.56,3.52
1711,2022-09-08,21851.134,3.5,296.341,2.56,3.52
1712,2022-09-09,21851.134,3.5,296.341,2.56,3.52
1713,2022-09-10,21851.134,3.5,296.341,2.56,3.52
1714,2022-09-11,21851.134,3.5,296.341,2.56,3.52
1715,2022-09-12,21851.134,3.5,296.341,2.56,3.52
1716,2022-09-13,21851.134,3.5,296.341,2.56,3.52
1717,2022-09-14,21851.134,3.5,296.341,2.56,3.52
1718,2022-09-15,21851.134,3.5,296.341,2.56,3.52
1719,2022-09-16,21851.134,3.5,296.341,2.56,3.52
1720,2022-09-17,21851.134,3.5,296.341,2.56,3.52
1721,2022-09-18,21851.134,3.5,296.341,2.56,3.52
1722,2022-09-19,21851.134,3.5,296.341,2.56,3.52
1723,2022-09-20,21851.134,3.5,296.341,2.56,3.52
1724,2022-09-21,21851.134,3.5,296.341,2.56,3.52
1725,2022-09-22,21851.134,3.5,296.341,2.56,3.52
1726,2022-09-23,21851.134,3.5,296.341,2.56,3.52
1727,2022-09-24,21851.134,3.5,296.341,2.56,3.52
1728,2022-09-25,21851.134,3.5,296.341,2.56,3.52
1729,2022-09-26,21851.134,3.5,296.341,2.56,3.52
1730,2022-09-27,21851.134,3.5,296.341,2.56,3.52
1731,2022-09-28,21851.134,3.5,296.341,2.56,3.52
1732,2022-09-29,21851.134,3.5,296.341,2.56,3.52
1733,2022-09-30,21851.134,3.5,296.341,2.56,3.52
1734,2022-10-01,21989.981,3.6,297.863,3.08,3.98
1735,2022-10-02,21989.981,3.6,297.863,3.08,3.98
1736,2022-10-03,21989.981,3.6,297.863,3.08,3.98
1737,2022-10-04,21989.981,3.6,297.863,3.08,3.98
1738,2022-10-05,21989.981,3.6,297.863,3.08,3.98
1739,2022-10-06,21989.981,3.6,297.863,3.08,3.98
1740,2022-10-07,21989.981,3.6,297.863,3.08,3.98
1741,2022-10-08,21989.981,3.6,297.863,3.08,3.98
1742,2022-10-09,21989.981,3.6,297.863,3.08,3.98
1743,2022-10-10,21989.981,3.6,297.863,3.08,3.98
1744,2022-10-11,21989.981,3.6,297.863,3.08,3.98
1745,2022-10-12,21989.981,3.6,297.863,3.08,3.98
1746,2022-10-13,21989.981,3.6,297.863,3.08,3.98
1747,2022-10-14,21989.981,3.6,297.863,3.08,3.98
1748,2022-10-15,21989.981,3.6,297.863,3.08,3.98
1749,2022-10-16,21989.981,3.6,297.863,3.08,3.98
1750,2022-10-17,21989.981,3.6,297.863,3.08,3.98
1751,2022-10-18,21989.981,3.6,297.863,3.08,3.98
1752,2022-10-19,21989.981,3.6,297.863,3.08,3.98
1753,2022-10-20,21989.981,3.6,297.863,3.08,3.98
1754,2022-10-21,21989.981,3.6,297.863,3.08,3.98
1755,2022-10-22,21989.981,3.6,297.863,3.08,3.98
1756,2022-10-23,21989.981,3.6,297.863,3.08,3.98
1757,2022-10-24,21989.981,3.6,297.863,3.08,3.98
1758,2022-10-25,21989.981,3.6,297.863,3.08,3.98
1759,2022-10-26,21989.981,3.6,297.863,3.08,3.98
1760,2022-10-27,21989.981,3.6,297.863,3.08,3.98
1761,2022-10-28,21989.981,3.6,297.863,3.08,3.98
1762,2022-10-29,21989.981,3.6,297.863,3.08,3.98
1763,2022-10-30,21989.981,3.6,297.863,3.08,3.98
1764,2022-10-31,21989.981,3.6,297.863,3.08,3.98
1765,2022-11-01,21989.981,3.6,298.648,3.78,3.89
1766,2022-11-02,21989.981,3.6,298.648,3.78,3.89
1767,2022-11-03,21989.981,3.6,298.648,3.78,3.89
1768,2022-11-04,21989.981,3.6,298.648,3.78,3.89
1769,2022-11-05,21989.981,3.6,298.648,3.78,3.89
1770,2022-11-06,21989.981,3.6,298.648,3.78,3.89
1771,2022-11-07,21989.981,3.6,298.648,3.78,3.89
1772,2022-11-08,21989.981,3.6,298.648,3.78,3.89
1773,2022-11-09,21989.981,3.6,298.648,3.78,3.89
1774,2022-11-10,21989.981,3.6,298.648,3.78,3.89
1775,2022-11-11,21989.981,3.6,298.648,3.78,3.89
1776,2022-11-12,21989.981,3.6,298.648,3.78,3.89
1777,2022-11-13,21989.981,3.6,298.648,3.78,3.89
1778,2022-11-14,21989.981,3.6,298.648,3.78,3.89
1779,2022-11-15,21989.981,3.6,298.648,3.78,3.89
1780,2022-11-16,21989.981,3.6,298.648,3.78,3.89
1781,2022-11-17,21989.981,3.6,298.648,3.78,3.89
1782,2022-11-18,21989.981,3.6,298.648,3.78,3.89
1783,2022-11-19,21989.981,3.6,298.648,3.78,3.89
1784,2022-11-20,21989.981,3.6,298.648,3.78,3.89
1785,2022-11-21,21989.981,3.6,298.648,3.78,3.89
1786,2022-11-22,21989.981,3.6,298.648,3.78,3.89
1787,2022-11-23,21989.981,3.6,298.648,3.78,3.89
1788,2022-11-24,21989.981,3.6,298.648,3.78,3.89
1789,2022-11-25,21989.981,3.6,298.648,3.78,3.89
1790,2022-11-26,21989.981,3.6,298.648,3.78,3.89
1791,2022-11-27,21989.981,3.6,298.648,3.78,3.89
1792,2022-11-28,21989.981,3.6,298.648,3.78,3.89
1793,2022-11-29,21989.981,3.6,298.648,3.78,3.89
1794,2022-11-30,21989.981,3.6,298.648,3.78,3.89
1795,2022-12-01,21989.981,3.5,298.812,4.1,3.62
1796,2022-12-02,21989.981,3.5,298.812,4.1,3.62
1797,2022-12-03,21989.981,3.5,298.812,4.1,3.62
1798,2022-12-04,21989.981,3.5,298.812,4.1,3.62
1799,2022-12-05,21989.981,3.5,298.812,4.1,3.62
1800,2022-12-06,21989.981,3.5,298.812,4.1,3.62
1801,2022-12-07,21989.981,3.5,298.812,4.1,3.62
1802,2022-12-08,21989.981,3.5,298.812,4.1,3.62
1803,2022-12-09,21989.981,3.5,298.812,4.1,3.62
1804,2022-12-10,21989.981,3.5,298.812,4.1,3.62
1805,2022-12-11,21989.981,3.5,298.812,4.1,3.62
1806,2022-12-12,21989.981,3.5,298.812,4.1,3.62
1807,2022-12-13,21989.981,3.5,298.812,4.1,3.62
1808,2022-12-14,21989.981,3.5,298.812,4.1,3.62
1809,2022-12-15,21989.981,3.5,298.812,4.1,3.62
1810,2022-12-16,21989.981,3.5,298.812,4.1,3.62
1811,2022-12-17,21989.981,3.5,298.812,4.1,3.62
1812,2022-12-18,21989.981,3.5,298.812,4.1,3.62
1813,2022-12-19,21989.981,3.5,298.812,4.1,3.62
1814,2022-12-20,21989.981,3.5,298.812,4.1,3.62
1815,2022-12-21,21989.981,3.5,298.812,4.1,3.62
1816,2022-12-22,21989.981,3.5,298.812,4.1,3.62
1817,2022-12-23,21989.981,3.5,298.812,4.1,3.62
1818,2022-12-24,21989.981,3.5,298.812,4.1,3.62
1819,2022-12-25,21989.981,3.5,298.812,4.1,3.62
1820,2022-12-26,21989.981,3.5,298.812,4.1,3.62
1821,2022-12-27,21989.981,3.5,298.812,4.1,3.62
1822,2022-12-28,21989.981,3.5,298.812,4.1,3.62
1823,2022-12-29,21989.981,3.5,298.812,4.1,3.62
1824,2022-12-30,21989.981,3.5,298.812,4.1,3.62
1825,2022-12-31,21989.981,3.5,298.812,4.1,3.62
1826,2023-01-01,22112.329,3.4,300.356,4.33,3.53
1827,2023-01-02,22112.329,3.4,300.356,4.33,3.53
1828,2023-01-03,22112.329,3.4,300.356,4.33,3.53
1829,2023-01-04,22112.329,3.4,300.356,4.33,3.53
1830,2023-01-05,22112.329,3.4,300.356,4.33,3.53
1831,2023-01-06,22112.329,3.4,300.356,4.33,3.53
1832,2023-01-07,22112.329,3.4,300.356,4.33,3.53
1833,2023-01-08,22112.329,3.4,300.356,4.33,3.53
1834,2023-01-09,22112.329,3.4,300.356,4.33,3.53
1835,2023-01-10,22112.329,3.4,300.356,4.33,3.53
1836,2023-01-11,22112.329,3.4,300.356,4.33,3.53
1837,2023-01-12,22112.329,3.4,300.356,4.33,3.53
1838,2023-01-13,22112.329,3.4,300.356,4.33,3.53
1839,2023-01-14,22112.329,3.4,300.356,4.33,3.53
1840,2023-01-15,22112.329,3.4,300.356,4.33,3.53
1841,2023-01-16,22112.329,3.4,300.356,4.33,3.53
1842,2023-01-17,22112.329,3.4,300.356,4.33,3.53
1843,2023-01-18,22112.329,3.4,300.356,4.33,3.53
1844,2023-01-19,22112.329,3.4,300.356,4.33,3.53
1845,2023-01-20,22112.329,3.4,300.356,4.33,3.53
1846,2023-01-21,22112.329,3.4,300.356,4.33,3.53
1847,2023-01-22,22112.329,3.4,300.356,4.33,3.53
1848,2023-01-23,22112.329,3.4,300.356,4.33,3.53
1849,2023-01-24,22112.329,3.4,300.356,4.33,3.53
1850,2023-01-25,22112.329,3.4,300.356,4.33,3.53
1851,2023-01-26,22112.329,3.4,300.356,4.33,3.53
1852,2023-01-27,22112.329,3.4,300.356,4.33,3.53
1853,2023-01-28,22112.329,3.4,300.356,4.33,3.53
1854,2023-01-29,22112.329,3.4,300.356,4.33,3.53
1855,2023-01-30,22112.329,3.4,300.356,4.33,3.53
1856,2023-01-31,22112.329,3.4,300.356,4.33,3.53
1857,2023-02-01,22112.329,3.6,301.509,4.57,3.75
1858,2023-02-02,22112.329,3.6,301.509,4.57,3.75
1859,2023-02-03,22112.329,3.6,301.509,4.57,3.75
1860,2023-02-04,22112.329,3.6,301.509,4.57,3.75
1861,2023-02-05,22112.329,3.6,301.509,4.57,3.75
1862,2023-02-06,22112.329,3.6,301.509,4.57,3.75
1863,2023-02-07,22112.329,3.6,301.509,4.57,3.75
1864,2023-02-08,22112.329,3.6,301.509,4.57,3.75
1865,2023-02-09,22112.329,3.6,301.509,4.57,3.75
1866,2023-02-10,22112.329,3.6,301.509,4.57,3.75
1867,2023-02-11,22112.329,3.6,301.509,4.57,3.75
1868,2023-02-12,22112.329,3.6,301.509,4.57,3.75
1869,2023-02-13,22112.329,3.6,301.509,4.57,3.75
1870,2023-02-14,22112.329,3.6,301.509,4.57,3.75
1871,2023-02-15,22112.329,3.6,301.509,4.57,3.75
1872,2023-02-16,22112.329,3.6,301.509,4.57,3.75
1873,2023-02-17,22112.329,3.6,301.509,4.57,3.75
1874,2023-02-18,22112.329,3.6,301.509,4.57,3.75
1875,2023-02-19,22112.329,3.6,301.509,4.57,3.75
1876,2023-02-20,22112.329,3.6,301.509,4.57,3.75
1877,2023-02-21,22112.329,3.6,301.509,4.57,3.75
1878,2023-02-22,22112.329,3.6,301.509,4.57,3.75
1879,2023-02-23,22112.329,3.6,301.509,4.57,3.75
1880,2023-02-24,22112.329,3.6,301.509,4.57,3.75
1881,2023-02-25,22112.329,3.6,301.509,4.57,3.75
1882,2023-02-26,22112.329,3.6,301.509,4.57,3.75
1883,2023-02-27,22112.329,3.6,301.509,4.57,3.75
1884,2023-02-28,22112.329,3.6,301.509,4.57,3.75
1885,2023-03-01,22112.329,3.5,301.744,4.65,3.66
1886,2023-03-02,22112.329,3.5,301.744,4.65,3.66
1887,2023-03-03,22112.329,3.5,301.744,4.65,3.66
1888,2023-03-04,22112.329,3.5,301.744,4.65,3.66
1889,2023-03-05,22112.329,3.5,301.744,4.65,3.66
1890,2023-03-06,22112.329,3.5,301.744,4.65,3.66
1891,2023-03-07,22112.329,3.5,301.744,4.65,3.66
1892,2023-03-08,22112.329,3.5,301.744,4.65,3.66
1893,2023-03-09,22112.329,3.5,301.744,4.65,3.66
1894,2023-03-10,22112.329,3.5,301.744,4.65,3.66
1895,2023-03-11,22112.329,3.5,301.744,4.65,3.66
1896,2023-03-12,22112.329,3.5,301.744,4.65,3.66
1897,2023-03-13,22112.329,3.5,301.744,4.65,3.66
1898,2023-03-14,22112.329,3.5,301.744,4.65,3.66
1899,2023-03-15,22112.329,3.5,301.744,4.65,3.66
1900,2023-03-16,22112.329,3.5,301.744,4.65,3.66
1901,2023-03-17,22112.329,3.5,301.744,4.65,3.66
1902,2023-03-18,22112.329,3.5,301.744,4.65,3.66
1903,2023-03-19,22112.329,3.5,301.744,4.65,3.66
1904,2023-03-20,22112.329,3.5,301.744,4.65,3.66
1905,2023-03-21,22112.329,3.5,301.744,4.65,3.66
1906,2023-03-22,22112.329,3.5,301.744,4.65,3.66
1907,2023-03-23,22112.329,3.5,301.744,4.65,3.66
1908,2023-03-24,22112.329,3.5,301.744,4.65,3.66
1909,2023-03-25,22112.329,3.5,301.744,4.65,3.66
1910,2023-03-26,22112.329,3.5,301.744,4.65,3.66
1911,2023-03-27,22112.329,3.5,301.744,4.65,3.66
1912,2023-03-28,22112.329,3.5,301.744,4.65,3.66
1913,2023-03-29,22112.329,3.5,301.744,4.65,3.66
1914,2023-03-30,22112.329,3.5,301.744,4.65,3.66
1915,2023-03-31,22112.329,3.5,301.744,4.65,3.66
1916,2023-04-01,22225.35,3.4,303.032,4.83,3.46
1917,2023-04-02,22225.35,3.4,303.032,4.83,3.46
1918,2023-04-03,22225.35,3.4,303.032,4.83,3.46
1919,2023-04-04,22225.35,3.4,303.032,4.83,3.46
1920,2023-04-05,22225.35,3.4,303.032,4.83,3.46
1921,2023-04-06,22225.35,3.4,303.032,4.83,3.46
1922,2023-04-07,22225.35,3.4,303.032,4.83,3.46
1923,2023-04-08,22225.35,3.4,303.032,4.83,3.46
1924,2023-04-09,22225.35,3.4,303.032,4.83,3.46
1925,2023-04-10,22225.35,3.4,303.032,4.83,3.46
1926,2023-04-11,22225.35,3.4,303.032,4.83,3.46
1927,2023-04-12,22225.35,3.4,303.032,4.83,3.46
1928,2023-04-13,22225.35,3.4,303.032,4.83,3.46
1929,2023-04-14,22225.35,3.4,303.032,4.83,3.46
1930,2023-04-15,22225.35,3.4,303.032,4.83,3.46
1931,2023-04-16,22225.35,3.4,303.032,4.83,3.46
1932,2023-04-17,22225.35,3.4,303.032,4.83,3.46
1933,2023-04-18,22225.35,3.4,303.032,4.83,3.46
1934,2023-04-19,22225.35,3.4,303.032,4.83,3.46
1935,2023-04-20,22225.35,3.4,303.032,4.83,3.46
1936,2023-04-21,22225.35,3.4,303.032,4.83,3.46
1937,2023-04-22,22225.35,3.4,303.032,4.83,3.46
1938,2023-04-23,22225.35,3.4,303.032,4.83,3.46
1939,2023-04-24,22225.35,3.4,303.032,4.83,3.46
1940,2023-04-25,22225.35,3.4,303.032,4.83,3.46
1941,2023-04-26,22225.35,3.4,303.032,4.83,3.46
1942,2023-04-27,22225.35,3.4,303.032,4.83,3.46
1943,2023-04-28,22225.35,3.4,303.032,4.83,3.46
1944,2023-04-29,22225.35,3.4,303.032,4.83,3.46
1945,2023-04-30,22225.35,3.4,303.032,4.83,3.46
1946,2023-05-01,22225.35,3.7,303.365,5.06,3.57
1947,2023-05-02,22225.35,3.7,303.365,5.06,3.57
1948,2023-05-03,22225.35,3.7,303.365,5.06,3.57
1949,2023-05-04,22225.35,3.7,303.365,5.06,3.57
1950,2023-05-05,22225.35,3.7,303.365,5.06,3.57
1951,2023-05-06,22225.35,3.7,303.365,5.06,3.57
1952,2023-05-07,22225.35,3.7,303.365,5.06,3.57
1953,2023-05-08,22225.35,3.7,303.365,5.06,3.57
1954,2023-05-09,22225.35,3.7,303.365,5.06,3.57
1955,2023-05-10,22225.35,3.7,303.365,5.06,3.57
1956,2023-05-11,22225.35,3.7,303.365,5.06,3.57
1957,2023-05-12,22225.35,3.7,303.365,5.06,3.57
1958,2023-05-13,22225.35,3.7,303.365,5.06,3.57
1959,2023-05-14,22225.35,3.7,303.365,5.06,3.57
1960,2023-05-15,22225.35,3.7,303.365,5.06,3.57
1961,2023-05-16,22225.35,3.7,303.365,5.06,3.57
1962,2023-05-17,22225.35,3.7,303.365,5.06,3.57
1963,2023-05-18,22225.35,3.7,303.365,5.06,3.57
1964,2023-05-19,22225.35,3.7,303.365,5.06,3.57
1965,2023-05-20,22225.35,3.7,303.365,5.06,3.57
1966,2023-05-21,22225.35,3.7,303.365,5.06,3.57
1967,2023-05-22,22225.35,3.7,303.365,5.06,3.57
1968,2023-05-23,22225.35,3.7,303.365,5.06,3.57
1969,2023-05-24,22225.35,3.7,303.365,5.06,3.57
1970,2023-05-25,22225.35,3.7,303.365,5.06,3.57
1971,2023-05-26,22225.35,3.7,303.365,5.06,3.57
1972,2023-05-27,22225.35,3.7,303.365,5.06,3.57
1973,2023-05-28,22225.35,3.7,303.365,5.06,3.57
1974,2023-05-29,22225.35,3.7,303.365,5.06,3.57
1975,2023-05-30,22225.35,3.7,303.365,5.06,3.57
1976,2023-05-31,22225.35,3.7,303.365,5.06,3.57
1977,2023-06-01,22225.35,3.6,304.003,5.08,3.75
1978,2023-06-02,22225.35,3.6,304.003,5.08,3.75
1979,2023-06-03,22225.35,3.6,304.003,5.08,3.75
1980,2023-06-04,22225.35,3.6,304.003,5.08,3.75
1981,2023-06-05,22225.35,3.6,304.003,5.08,3.75
1982,2023-06-06,22225.35,3.6,304.003,5.08,3.75
1983,2023-06-07,22225.35,3.6,304.003,5.08,3.75
1984,2023-06-08,22225.35,3.6,304.003,5.08,3.75
1985,2023-06-09,22225.35,3.6,304.003,5.08,3.75
1986,2023-06-10,22225.35,3.6,304.003,5.08,3.75
1987,2023-06-11,22225.35,3.6,304.003,5.08,3.75
1988,2023-06-12,22225.35,3.6,304.003,5.08,3.75
1989,2023-06-13,22225.35,3.6,304.003,5.08,3.75
1990,2023-06-14,22225.35,3.6,304.003,5.08,3.75
1991,2023-06-15,22225.35,3.6,304.003,5.08,3.75
1992,2023-06-16,22225.35,3.6,304.003,5.08,3.75
1993,2023-06-17,22225.35,3.6,304.003,5.08,3.75
1994,2023-06-18,22225.35,3.6,304.003,5.08,3.75
1995,2023-06-19,22225.35,3.6,304.003,5.08,3.75
1996,2023-06-20,22225.35,3.6,304.003,5.08,3.75
1997,2023-06-21,22225.35,3.6,304.003,5.08,3.75
1998,2023-06-22,22225.35,3.6,304.003,5.08,3.75
1999,2023-06-23,22225.35,3.6,304.003,5.08,3.75
2000,2023-06-24,22225.35,3.6,304.003,5.08,3.75
2001,2023-06-25,22225.35,3.6,304.003,5.08,3.75
2002,2023-06-26,22225.35,3.6,304.003,5.08,3.75
2003,2023-06-27,22225.35,3.6,304.003,5.08,3.75
2004,2023-06-28,22225.35,3.6,304.003,5.08,3.75
2005,2023-06-29,22225.35,3.6,304.003,5.08,3.75
2006,2023-06-30,22225.35,3.6,304.003,5.08,3.75
2007,2023-07-01,22490.692,3.5,304.628,5.12,3.9
2008,2023-07-02,22490.692,3.5,304.628,5.12,3.9
2009,2023-07-03,22490.692,3.5,304.628,5.12,3.9
2010,2023-07-04,22490.692,3.5,304.628,5.12,3.9
2011,2023-07-05,22490.692,3.5,304.628,5.12,3.9
2012,2023-07-06,22490.692,3.5,304.628,5.12,3.9
2013,2023-07-07,22490.692,3.5,304.628,5.12,3.9
2014,2023-07-08,22490.692,3.5,304.628,5.12,3.9
2015,2023-07-09,22490.692,3.5,304.628,5.12,3.9
2016,2023-07-10,22490.692,3.5,304.628,5.12,3.9
2017,2023-07-11,22490.692,3.5,304.628,5.12,3.9
2018,2023-07-12,22490.692,3.5,304.628,5.12,3.9
2019,2023-07-13,22490.692,3.5,304.628,5.12,3.9
2020,2023-07-14,22490.692,3.5,304.628,5.12,3.9
2021,2023-07-15,22490.692,3.5,304.628,5.12,3.9
2022,2023-07-16,22490.692,3.5,304.628,5.12,3.9
2023,2023-07-17,22490.692,3.5,304.628,5.12,3.9
2024,2023-07-18,22490.692,3.5,304.628,5.12,3.9
2025,2023-07-19,22490.692,3.5,304.628,5.12,3.9
2026,2023-07-20,22490.692,3.5,304.628,5.12,3.9
2027,2023-07-21,22490.692,3.5,304.628,5.12,3.9
2028,2023-07-22,22490.692,3.5,304.628,5.12,3.9
2029,2023-07-23,22490.692,3.5,304.628,5.12,3.9
2030,2023-07-24,22490.692,3.5,304.628,5.12,3.9
2031,2023-07-25,22490.692,3.5,304.628,5.12,3.9
2032,2023-07-26,22490.692,3.5,304.628,5.12,3.9
2033,2023-07-27,22490.692,3.5,304.628,5.12,3.9
2034,2023-07-28,22490.692,3.5,304.628,5.12,3.9
2035,2023-07-29,22490.692,3.5,304.628,5.12,3.9
2036,2023-07-30,22490.692,3.5,304.628,5.12,3.9
2037,2023-07-31,22490.692,3.5,304.628,5.12,3.9
2038,2023-08-01,22490.692,3.8,306.187,5.33,4.17
2039,2023-08-02,22490.692,3.8,306.187,5.33,4.17
2040,2023-08-03,22490.692,3.8,306.187,5.33,4.17
2041,2023-08-04,22490.692,3.8,306.187,5.33,4.17
2042,2023-08-05,22490.692,3.8,306.187,5.33,4.17
2043,2023-08-06,22490.692,3.8,306.187,5.33,4.17
2044,2023-08-07,22490.692,3.8,306.187,5.33,4.17
2045,2023-08-08,22490.692,3.8,306.187,5.33,4.17
2046,2023-08-09,22490.692,3.8,306.187,5.33,4.17
2047,2023-08-10,22490.692,3.8,306.187,5.33,4.17
2048,2023-08-11,22490.692,3.8,306.187,5.33,4.17
2049,2023-08-12,22490.692,3.8,306.187,5.33,4.17
2050,2023-08-13,22490.692,3.8,306.187,5.33,4.17
2051,2023-08-14,22490.692,3.8,306.187,5.33,4.17
2052,2023-08-15,22490.692,3.8,306.187,5.33,4.17
2053,2023-08-16,22490.692,3.8,306.187,5.33,4.17
2054,2023-08-17,22490.692,3.8,306.187,5.33,4.17
2055,2023-08-18,22490.692,3.8,306.187,5.33,4.17
2056,2023-08-19,22490.692,3.8,306.187,5.33,4.17
2057,2023-08-20,22490.692,3.8,306.187,5.33,4.17
2058,2023-08-21,22490.692,3.8,306.187,5.33,4.17
2059,2023-08-22,22490.692,3.8,306.187,5.33,4.17
2060,2023-08-23,22490.692,3.8,306.187,5.33,4.17
2061,2023-08-24,22490.692,3.8,306.187,5.33,4.17
2062,2023-08-25,22490.692,3.8,306.187,5.33,4.17
2063,2023-08-26,22490.692,3.8,306.187,5.33,4.17
2064,2023-08-27,22490.692,3.8,306.187,5.33,4.17
2065,2023-08-28,22490.692,3.8,306.187,5.33,4.17
2066,2023-08-29,22490.692,3.8,306.187,5.33,4.17
2067,2023-08-30,22490.692,3.8,306.187,5.33,4.17
2068,2023-08-31,22490.692,3.8,306.187,5.33,4.17
2069,2023-09-01,22490.692,3.8,307.288,5.33,4.38
2070,2023-09-02,22490.692,3.8,307.288,5.33,4.38
2071,2023-09-03,22490.692,3.8,307.288,5.33,4.38
2072,2023-09-04,22490.692,3.8,307.288,5.33,4.38
2073,2023-09-05,22490.692,3.8,307.288,5.33,4.38
2074,2023-09-06,22490.692,3.8,307.288,5.33,4.38
2075,2023-09-07,22490.692,3.8,307.288,5.33,4.38
2076,2023-09-08,22490.692,3.8,307.288,5.33,4.38
2077,2023-09-09,22490.692,3.8,307.288,5.33,4.38
2078,2023-09-10,22490.692,3.8,307.288,5.33,4.38
2079,2023-09-11,22490.692,3.8,307.288,5.33,4.38
2080,2023-09-12,22490.692,3.8,307.288,5.33,4.38
2081,2023-09-13,22490.692,3.8,307.288,5.33,4.38
